-0.04766092	0.01419979	-0.07015803	-0.05733411	-0.023223719	0.019369755	0.018694174	0.018901179	0.07166791	0.036785953	0.023990272	-0.022332195	0.029217454	0.0116880685	0.00015400551	-0.023822198
0.024103504	-0.030883895	0.025988998	0.03176652	-0.118479446	-0.0257349	0.24673887	-0.033012364	0.0724177	-0.00024066151	0.14708246	-0.0832245	0.09411759	-0.05360515	0.033188947	-0.0589482
-0.12535787	0.07133014	-0.037889477	-0.0576179	0.08224143	0.050298437	0.16892669	-0.013157439	0.02465064	0.025174309	-0.06328634	0.03837574	-0.0865912	-0.03962223	-0.10642566	-0.017721545
-0.16887107	-0.03189312	0.014079223	0.07482712	0.010120154	-0.043743387	0.04213519	-0.055618227	0.10141325	0.0055370918	0.008620901	-0.054620687	-0.020385288	-0.27810872	-0.10159792	0.036487702
-0.07170664	0.23839082	-0.191058	-0.16669174	0.21888804	0.12739372	0.24577683	0.1735711	-0.034522563	-0.041776303	-0.103503555	0.03996379	-0.18594469	0.06041315	-0.121333696	-0.24608642
-0.03328921	0.11401962	-0.035896383	-0.1610635	0.058281846	0.23129366	0.06373527	0.16290726	-0.09888922	0.058669653	-0.055148028	-0.046037044	0.06450005	0.00024194043	0.0010877926	-0.1108581
-0.18370624	0.07955425	-0.10517981	-0.018826736	0.07188399	0.05552422	0.103539124	0.065809175	0.06684159	-0.00038812842	-0.08769384	-0.0029024496	-0.086808234	0.0421066	-0.23296048	0.040023822
-0.12620333	0.04135377	-0.033642255	-0.0009966756	0.02278771	0.05143404	0.112008244	-0.039153915	0.016365353	0.07917204	-0.1059155	0.026794206	-0.029042102	0.08611645	-0.098807774	-0.1341879
-0.08179502	-0.08603737	0.081900105	0.11588667	-0.04660826	-0.1104798	0.37160406	-0.21865554	0.10159224	0.1585128	0.0066761444	-0.10111679	-0.061545424	-0.0848191	0.1185918	0.020789161
-0.15426669	0.059007283	0.052161083	0.061012067	0.063290454	0.14043278	-0.056908384	0.15839756	-0.08228842	0.06893688	-0.102772325	0.01643332	-0.0056536277	-0.008417209	-0.19984119	-0.10606528
-0.117288515	0.049349893	0.09470512	-0.05333134	0.026035115	0.041282058	0.32665047	-0.014471683	0.03574251	0.11291523	0.037590835	-0.10757416	0.004143161	-0.1000808	0.12124454	-0.15722373
-0.15129021	-0.024856532	0.10705153	0.051484093	-0.033641823	-0.033927556	-0.028397223	-0.09240161	-0.01386976	0.03959582	-0.056097362	0.0060995636	-0.03191857	0.02346586	-0.106599435	0.08425237
0.022698041	0.06399145	-0.15710747	-0.086650655	0.050526302	0.13145989	0.1290632	0.14646214	-0.015689448	0.06796849	0.064730085	-0.022307979	-0.026143633	-0.10455005	-0.01938393	-0.12891515
0.10360739	-0.067648314	0.015324942	0.116403304	-0.06958246	-0.13438715	0.1383601	-0.12625268	0.11327826	0.1567978	0.14067204	-0.1081018	0.16355179	-0.24148376	0.13542104	-0.004880745
-0.030825404	0.027583696	-0.0031250326	0.026594771	-0.020832222	-0.11039632	0.22386058	-0.0037658084	0.07999655	0.021737574	-0.03880735	-0.071796656	0.016603716	-0.08188724	-0.07287291	0.0021507705
-0.046114504	-0.17389561	0.14741196	0.06425217	-0.20166665	0.06919837	-0.0030775913	-0.12663807	0.06170491	0.07470755	0.021868484	-0.005768277	0.11526684	0.29012343	0.057470705	-0.036633093
-0.15673807	0.03582946	0.034211706	-0.053036675	0.02975122	0.0188235	0.069646195	0.026094584	-0.03403918	-0.014041411	-0.08219168	0.03244338	-0.043243926	0.12064671	-0.09137232	-0.009814937
-0.012527609	-0.08018865	-0.05205885	0.038230125	0.053070508	-0.024730915	0.3530441	-0.050055638	9.2922186e-05	0.04593999	0.06264061	-0.06431736	-0.036720995	-0.1726495	0.14307551	-0.16790013
0.0064239395	0.16587587	-0.09718527	-0.13840915	0.16057274	0.18123446	0.010522547	0.4784659	-0.08697927	-0.016102925	0.072607316	0.014923738	0.052718606	-0.14474423	-0.0099932905	-0.027970944
0.22787106	0.3890887	0.13069785	-0.27822632	-0.25199145	-0.041663412	1.0395211	0.078459255	0.3918074	0.011421161	0.3487494	-0.31039247	0.39912617	0.21572427	0.104109585	0.1774488
0.0066606514	0.057748374	-0.052559808	-0.08513014	-0.10328425	-0.03662942	0.26234284	0.061155736	0.1370461	-0.06683704	0.014331321	-0.03885353	0.020882452	-0.023051344	-0.08656455	0.049140148
-0.0728895	0.05153968	0.017162468	-0.060515225	-0.0015069232	-0.011913142	0.17431304	0.038741734	0.032634385	0.10305032	0.048630312	-0.091044925	0.037204236	0.03382847	-0.07605246	0.00085871475
0.54521483	-0.49412718	0.12736681	0.39155364	-0.46881464	-0.47923124	-0.31886104	-0.30404884	0.7034047	0.5442288	0.61888075	-0.67982566	0.41838986	-0.59900546	0.3447878	0.048941765
-0.045567684	-0.0876024	0.10320025	0.096476905	-0.06237868	-0.07550364	-0.010119102	-0.06474448	0.117765754	0.07516508	-0.010272224	-0.03033251	0.062163405	-0.00451229	-0.01570583	0.10410354
0.043156948	0.28138143	-0.102347925	-0.2545565	0.010032806	0.10176388	0.29811794	0.4021365	0.025534572	-0.022596039	0.117744304	-0.05040779	0.08544485	-0.023515185	0.038100902	0.0010677062
-0.27665856	0.16883565	-0.114301175	-0.13371052	0.3282237	0.18231437	0.25742322	0.080186196	-0.07924407	-0.12836103	-0.09074092	0.13162746	-0.21091369	0.0006930646	0.057034142	-0.15692616
-0.13314362	-0.11481286	0.15671442	0.08199956	0.046733107	-0.02264554	-0.028767655	-0.19321468	-0.036949314	0.020183438	-0.084109634	0.052474584	0.029350597	0.086043075	0.04633861	0.10531616
